""	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"
"AMPD1"	"2729.53399098068"	"2717.16966940975"	"2038.230812809"	"1998.8899071201"	"3791.10850543852"	"2064.7771163349"	"1339.38736734163"	"3267.02068591977"	"1404.30809055236"
"ANGPT4"	"550.001876035051"	"457.694919787128"	"370.905802098406"	"509.883591735386"	"593.887351178799"	"511.412828427588"	"361.009564232223"	"527.550776003206"	"309.007011430507"
"ANKRD55"	"3688.04344015081"	"4853.98071882121"	"3070.49411787964"	"4890.03776030975"	"3692.59417431475"	"5246.24866461191"	"3603.57849448087"	"3273.43712780024"	"3162.79586314258"
"APOBEC3A"	"10694.1026345799"	"8448.19326920643"	"8618.39635516157"	"11029.0476268015"	"10085.7149726673"	"12170.2399506038"	"7198.82431390373"	"6078.0960746826"	"9168.35946766284"
"APOBEC3G"	"15607.4374608206"	"17179.6835955985"	"19704.4338983589"	"16354.7172594891"	"17197.0710537807"	"23653.8730695249"	"13090.0702516397"	"16225.8798030694"	"12851.1036870489"
"APOL3"	"16544.0048691663"	"12216.8457479501"	"0"	"11269.8816839982"	"7335.25775245746"	"16983.4170708852"	"10237.7384537338"	"8739.13629220521"	"11066.4661071475"
"APOL6"	"1121.29377956006"	"640.651310118604"	"1251.98977715483"	"782.203445405129"	"712.671207602437"	"1359.93499408873"	"643.683549653905"	"328.033314126848"	"733.608905353196"
"AQP9"	"13748.022415374"	"12002.1896240389"	"10482.2178209746"	"24479.752264236"	"18213.8170064826"	"19682.3673100976"	"10200.9000925576"	"11776.4945637758"	"9152.23156811012"
"ARHGAP22"	"4024.96382951901"	"1782.29335411671"	"3078.31569624585"	"2889.71461568818"	"3393.87608374505"	"3033.95773689349"	"724.176236859693"	"1479.04172860489"	"3696.88489081236"
"ARRB1"	"1633.44325192339"	"1383.1530987574"	"1830.29235098737"	"1284.38675122771"	"969.017043856317"	"1382.08606193312"	"1057.72644672051"	"1066.82610223557"	"1320.8312348562"
"ASGR1"	"1148.79119616361"	"1348.97423586004"	"1135.41949161101"	"694.850172342151"	"798.982499005028"	"568.904461653405"	"1186.34594753141"	"1031.24914316507"	"1483.82736151325"
"ASGR2"	"0"	"1458.72715669914"	"1832.76840639484"	"0"	"660.658624826174"	"0"	"0"	"0"	"0"
"ATHL1"	"6015.91918418464"	"10002.852758676"	"6579.53488399505"	"9572.27047026188"	"6056.8320376112"	"10294.0100452684"	"5655.79442536379"	"6936.7541132473"	"4822.45275342906"
"ATP8B4"	"4757.24799283184"	"4017.93553174334"	"4787.00306859832"	"6135.64620996439"	"4915.48329753065"	"4758.81357258685"	"4059.09789582243"	"3769.05840032671"	"3576.22483881171"
"ATXN8OS"	"362.203496684393"	"259.655135360905"	"1393.317396029"	"100848.799751664"	"761.212733173604"	"213.471051274786"	"1610.18456196669"	"33112.2290721435"	"8922.25879992713"
"AZU1"	"1940.8859124332"	"1357.26366298256"	"1808.42905939778"	"2350.20924203866"	"1943.94733830928"	"1855.35091433279"	"1461.68278839186"	"1562.31612120522"	"1398.10749063438"
"BACH2"	"10290.3626960449"	"19492.169869844"	"5480.25822104241"	"6380.90413255024"	"22241.7901875923"	"27398.3336196549"	"11119.2290469483"	"5379.34450460392"	"3625.96300827741"
"BANK1"	"7409.56473320088"	"12333.7966441926"	"12572.9575215267"	"6811.20399594538"	"9335.59475015057"	"20453.1860046253"	"22284.7058858949"	"6220.94461933566"	"3167.69822767748"
"BARX2"	"0"	"185.690484060721"	"0"	"0"	"680.214378803384"	"0"	"0"	"405.617979589731"	"508.183912633129"
"BCL11B"	"17039.5961274191"	"19046.4158389718"	"14376.4425959914"	"31786.844144657"	"35210.7459756695"	"32292.3604293389"	"12092.9092497047"	"16551.8043158244"	"11405.8470414274"
"BCL2A1"	"35278.8267568396"	"22967.0918208535"	"21908.3091448124"	"36514.8378843595"	"34933.0829212997"	"38008.9465036673"	"21167.2012910461"	"17998.8775922013"	"28544.8782513087"
"BCL7A"	"1977.40680792484"	"1804.8600808248"	"1709.54246028857"	"2246.16871856165"	"1932.46624407695"	"2422.46597507007"	"2128.32455158313"	"1725.91586124523"	"1372.0557356808"
"BEND5"	"1170.80926199241"	"1173.57389963967"	"1055.8619935688"	"1308.73292322476"	"1143.76030596469"	"1532.30348323738"	"1214.65373101551"	"1110.73456129541"	"792.37121742715"
"BFSP1"	"295.06795991687"	"0"	"0"	"0"	"272.532792088749"	"0"	"126.346763169276"	"0"	"313.186466966907"
"BHLHE41"	"4525.027771708"	"3080.79714308887"	"5161.65318916686"	"7285.3626851364"	"5703.68380806654"	"3746.86232748856"	"1900.89446513833"	"4918.30195453821"	"3342.56865184652"
"BIRC3"	"23022.82366904"	"10758.9215451846"	"15827.9005645144"	"17975.3615699087"	"20759.3000847686"	"21649.1227416703"	"8663.41352743696"	"10968.9567684513"	"18433.2787017851"
"BLK"	"2079.9204302806"	"2950.9380524094"	"3218.5571842433"	"1418.21240587694"	"2922.12894955625"	"4510.02945228298"	"3321.15773532412"	"1864.89619689928"	"710.829371042743"
"BMP2K"	"7009.91539625604"	"5039.34808000443"	"6387.78116789745"	"8497.49751796762"	"7041.34569140606"	"6157.37299367607"	"6086.68788625913"	"4848.83584691111"	"5534.02522542776"
"BPI"	"2162.34249620406"	"1643.60514947693"	"2061.94717870902"	"3003.29394988574"	"3726.76065647489"	"901914.066418853"	"3190.63737670004"	"3827.06198413164"	"1635.40474699873"
"BRAF"	"4905.12904837018"	"4411.94053062869"	"4104.7264977428"	"5708.83894797114"	"5295.68561244355"	"6459.37640270403"	"5332.4504984441"	"4418.09426561658"	"3869.07774128363"
"BRSK2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228.159941118706"	"0"
"BST1"	"3066.73878436739"	"7454.44274176596"	"5986.30521797593"	"163643.378135892"	"4502.98236270561"	"3060.69277332961"	"75897.8869817415"	"10323.0287499102"	"10862.1113665217"
"BTNL8"	"513.95156294989"	"666.970710229471"	"234.075403523882"	"1341.21949781139"	"1038.41426467972"	"1178.05995854834"	"531.44983309203"	"637.487609737736"	"291.979661233613"
"C11orf80"	"2900.3575425999"	"2755.16369871229"	"2300.90618253556"	"2359.21151758562"	"3638.08858084611"	"2639.51078679348"	"1901.49954428488"	"3136.23451916211"	"1623.41716069706"
"C1orf54"	"8908.30450438882"	"9118.91460257656"	"6235.07511434979"	"9736.04102669601"	"6034.39361569827"	"6926.43262339841"	"5091.00774757498"	"4526.55016638988"	"6517.57268133569"
"C3AR1"	"22136.329673936"	"0"	"14291.2376258994"	"19726.5358396595"	"19459.8887914865"	"20126.5223698541"	"14560.5544397276"	"12109.114574191"	"19223.2899724512"
"C5AR1"	"13971.3616507059"	"14778.5841403666"	"5708.87529221074"	"23250.2167305135"	"12772.789253713"	"18013.7589831426"	"9034.87848283239"	"13053.0096897736"	"11404.7969712022"
"C5AR2"	"617.200158128551"	"624.914954040588"	"357.774353357065"	"888.673505235149"	"777.433270973327"	"864.875521528326"	"467.967029315592"	"477.243788429545"	"512.217734085541"
"CA8"	"480.018937640635"	"413.972928356178"	"373.58512289736"	"569.081845908022"	"524.281310516787"	"493.627319028324"	"456.593443573225"	"471.006855107716"	"379.148214507257"
"CAMP"	"2159.67598217414"	"2793.89325052925"	"1990.94019764489"	"4271.61985829276"	"2933.31300623278"	"3786.99247321987"	"1919.38225838446"	"2344.78551982376"	"1446.75836315087"
"CASP5"	"976.857091295486"	"798.036420478833"	"843.030525961953"	"1163.00602568872"	"965.87219195362"	"1229.12596357218"	"697.361189099295"	"652.749599651582"	"685.567666827047"
"CCDC102B"	"303.135604477953"	"296.252319432122"	"244.697500613082"	"468.913282667823"	"292.756078547605"	"259.285017453024"	"213.017081376329"	"209.965197206778"	"222.621693080777"
"CCL1"	"1473.23440266573"	"304.788460397044"	"729.941373046218"	"1315.16977552139"	"1506.72532634316"	"1293.87659477797"	"509.954483316574"	"859.995340935355"	"1070.30520293433"
"CCL13"	"12949.0647445679"	"11441.3170764309"	"10884.0494009479"	"11357.2052493958"	"9219.58030905135"	"9052.7252952568"	"3758.05303106197"	"8729.86716817123"	"11167.4027189856"
"CCL14"	"3515.00560239754"	"3769.04211929726"	"4068.10586038399"	"3202.54724515828"	"2237.44596957189"	"2930.99712940725"	"1686.01653853381"	"3469.36874808657"	"2875.94478280773"
"CCL17"	"9404.33438734768"	"5153.41939207125"	"5987.02928550154"	"7466.53665802936"	"7798.18613020167"	"6739.07173759395"	"2055.5803470514"	"3050.14053251947"	"8320.30693927384"
"CCL18"	"12360.5732191552"	"14142.6024217136"	"15225.8967567279"	"12969.3952541706"	"7935.11208907725"	"8206.15061357313"	"3784.0385590428"	"14536.7660294609"	"10915.8259215975"
"CCL19"	"29138.3251730585"	"15147.4005005718"	"31289.6787324795"	"16526.0445909029"	"12272.7777513605"	"28286.5115460247"	"15437.1566093738"	"6249.80264805554"	"19604.8434158381"
"CCL20"	"8241.50771995553"	"18059.1023717213"	"3632.16113969802"	"10661.9533614407"	"7330.02492970451"	"7870.10426657072"	"3640.55044783621"	"4513.77037024525"	"113595.568724451"
"CCL22"	"36127.1670861664"	"13140.590237727"	"25301.03255431"	"25965.8451713969"	"31856.2719217069"	"25338.2769173856"	"3580.61823561394"	"11051.883664125"	"34075.6999939399"
"CCL23"	"1475.73008679308"	"6200.39468566149"	"1920.00488973795"	"5140.55564665893"	"0"	"3670.7480570387"	"2094.05089845023"	"6084.01300651591"	"0"
"CCL4"	"78577.1873477156"	"45757.0396567381"	"66215.7429792129"	"79639.2396881001"	"80432.1450823533"	"106533.480894117"	"48270.4043723681"	"50484.1620802165"	"55308.6955055883"
"CCL5"	"42641.9705159349"	"37425.761519383"	"52851.832742967"	"35447.7516450854"	"30500.7615609509"	"50991.4626157212"	"26805.6102674067"	"36601.0527015808"	"40479.1087480435"
"CCL7"	"1783.54901839521"	"902.865325035491"	"1406.16788051687"	"2146.21865129297"	"1861.51812783579"	"1686.02646743118"	"1028.41288890964"	"1436.20755229801"	"1300.44139187966"
"CCL8"	"8160.72195377739"	"5464.48462545254"	"8368.617311047"	"5962.87361076723"	"4972.75269038151"	"7005.69549874957"	"3461.75122498142"	"5064.35472842874"	"6337.2994101154"
"CCND2"	"8922.24793011971"	"7167.16487903839"	"7983.03524496294"	"9290.21295006251"	"9973.82441969714"	"13631.2147366549"	"6112.672926718"	"6441.05290854955"	"4654.28885885785"
"CCR10"	"0"	"0"	"1032.09987863493"	"1186.71552301869"	"1486.57700154098"	"0"	"910.109763517758"	"0"	"0"
"CCR2"	"5514.41194639128"	"5835.46949450688"	"4657.17213260231"	"3020.19819398353"	"4880.20242903681"	"3679.27986144401"	"4910.44165963011"	"5217.70578595472"	"5236.97303777806"
"CCR3"	"8796.96901210271"	"6607.07010910094"	"2257.33178351915"	"42185.9253410659"	"7775.94897334785"	"8352.73277855735"	"5302.91065269615"	"1061789.08202053"	"27704.5056458967"
"CCR5"	"7883.11943186789"	"7432.56041694593"	"32179.3522412861"	"113877.231597025"	"7661.67731260835"	"7666.33208710457"	"5713.97333829141"	"10210.2021878482"	"8954.90563052137"
"CCR6"	"13519.2730885568"	"10122.6738614585"	"5706.16875860456"	"1894.5665318001"	"1529.52039159193"	"5077.01055356311"	"1450.108629491"	"6457.7716370995"	"2081.64734828371"
"CCR7"	"47584.4301065314"	"31042.1661024769"	"42030.0016973258"	"39206.241464094"	"34560.8912639133"	"48549.1515465441"	"22386.3320358103"	"25374.3075388472"	"36409.4884359307"
"CD160"	"3288.23067545146"	"4789.83936381804"	"5138.03371742061"	"4214.90027434257"	"3218.96100232745"	"4612.14691513344"	"3467.00509381132"	"5217.70756895106"	"4758.87366421329"
"CD180"	"0"	"4297.35306565349"	"5117.83698735543"	"3546.05242660008"	"0"	"4839.8263185248"	"68.4151755025059"	"3735.70326465413"	"0"
"CD19"	"6615.39555401959"	"7495.13479748377"	"7438.89596063198"	"6732.84253138779"	"8345.98686741042"	"11613.4734639297"	"10727.2872188151"	"7201.64066878124"	"3539.56878159594"
"CD1A"	"35607.7441324048"	"89439.0238365381"	"5371.86237357858"	"34318.9346162229"	"12193.842266606"	"12422.4332374676"	"11443.3264975274"	"3687.86836549307"	"11217.8089021978"
"CD1B"	"15575.839365136"	"17981.7242560322"	"5082.05902083881"	"19053.6723686285"	"10270.4676252252"	"12363.6115916509"	"11423.7978272313"	"2683.34129794708"	"10007.7226209804"
"CD1C"	"10202.1574783632"	"12906.0101895977"	"5021.515337061"	"0"	"3668.85591854652"	"4323.08550001393"	"8475.01718609872"	"0"	"4375.08846821142"
"CD1D"	"165826.667576652"	"3392.62461462904"	"360519.833654043"	"2294.59443580986"	"2060.11306953009"	"1621.28126631393"	"13779.5090336821"	"2129.48430681092"	"3875.9981624776"
"CD1E"	"6979.10748310857"	"9562.56308058834"	"0"	"2618.23362863402"	"0"	"6115.03539259903"	"4288.41039106305"	"0"	"5255.49328826185"
"CD2"	"45716.9083826437"	"45295.628463504"	"34883.6089084821"	"48749.0521038007"	"42386.3076016871"	"52498.4714559127"	"34691.5979971798"	"47231.9325546036"	"30519.0142312411"
"CD209"	"4224.69902316874"	"5508.45139873616"	"3567.78980304497"	"4939.33234551852"	"2624.7229886484"	"3087.84104438178"	"2247.83437192033"	"3396.39771336825"	"3355.43804406258"
"CD22"	"0"	"2598.14400466519"	"2742.42274753095"	"0"	"0"	"1419.50299365037"	"1910.81868260446"	"2704.22410306092"	"0"
"CD244"	"1769.14979669352"	"0"	"1735.34769460942"	"4460.50778741523"	"223.60013387253"	"5987.86966305403"	"3750.00668522599"	"2393.92408566131"	"4447.41530456703"
"CD247"	"30315.7582947397"	"39949.5589250793"	"38823.3331926624"	"42115.7936088849"	"34323.5968955709"	"49591.3696977755"	"24820.7043494356"	"37738.630945642"	"26127.6748569574"
"CD27"	"25961.5434133902"	"26322.2780472914"	"21117.7206495256"	"22517.4690698303"	"27948.3315321424"	"25978.5656918793"	"16613.1662508674"	"27989.4993150033"	"15725.2713621151"
"CD28"	"6310.12813082911"	"4714.01103501406"	"3728.60274602092"	"6097.39122479376"	"5633.33126348452"	"6531.31882532084"	"4139.37087697507"	"5377.18608404897"	"3980.5915076628"
"CD300A"	"10529.4116233642"	"13239.0006247934"	"12154.4817270383"	"15441.3714196701"	"12784.167173998"	"16640.4992959937"	"9519.40689793752"	"11376.8958942497"	"9572.46256655983"
"CD33"	"3350.82574682452"	"3159.39571563897"	"2959.07347938008"	"3247.16820620452"	"2565.04025911779"	"1940.4595600997"	"3022.33186224537"	"2345.07410775977"	"3115.81954095214"
"CD37"	"27113.1303152389"	"0"	"27830.8033228726"	"0"	"33486.2979725252"	"42516.3890996906"	"27276.9273204294"	"33348.1856233065"	"21691.6526822046"
"CD38"	"24863.4216427938"	"17770.5459043893"	"22470.2620334167"	"17543.8134536268"	"23234.0519837719"	"21601.3962456491"	"11771.2425425044"	"17653.3296152067"	"15413.8941985605"
"CD3D"	"56492.2015489045"	"58210.4469103931"	"43051.4176220833"	"56227.4083123097"	"48290.5346069014"	"59882.5436106301"	"43648.1026677577"	"60657.4999376298"	"42601.0421090654"
"CD3E"	"22829.0521113951"	"19718.5752205758"	"15942.1318640888"	"19661.7277014718"	"19510.5730429437"	"23256.9794802711"	"14784.251144314"	"21200.5184883777"	"13045.436497419"
"CD3G"	"10359.0474091135"	"10016.2388065969"	"7388.10698714342"	"9023.6979571483"	"7857.7433059582"	"10984.6941303377"	"7179.56201242585"	"9956.97390290064"	"5995.00470618813"
"CD4"	"23283.2358697615"	"26611.8877225213"	"21834.9310115777"	"22569.8222613116"	"18906.9796596163"	"20150.1127649659"	"15166.8705921421"	"24991.7158541581"	"18647.5285012077"
"CD40"	"19879.5858400008"	"11876.5064289254"	"19009.551146387"	"14220.0496012614"	"12917.823565175"	"18909.5323931705"	"10357.7986184927"	"7490.71867418507"	"14478.7422127216"
"CD40LG"	"2467.17968706206"	"2524.67243589752"	"1697.80311264456"	"2204.90804170709"	"2052.81146840548"	"2896.04843540657"	"2235.7656547795"	"2336.61037191736"	"1540.53522585838"
"CD5"	"10257.916443967"	"9539.87577042673"	"6808.46667841196"	"11025.6356989775"	"8948.75374042055"	"127452.491312292"	"19188.3362846353"	"8555.74908844362"	"8788.36831269426"
"CD6"	"10877.2126747984"	"8303.96353405299"	"6382.17787689017"	"9055.45860757014"	"9148.11738631985"	"11131.765957476"	"6859.3469035358"	"8945.92787116767"	"5440.85787086509"
"CD68"	"5121.92139265748"	"5190.86733998955"	"5360.07699988062"	"5388.59022322698"	"3515.1258906403"	"3411.19951452584"	"2408.54216983659"	"4532.32713868133"	"4487.73177980553"
"CD69"	"27983.9074115191"	"30098.4872141213"	"23966.8121182753"	"27725.0097715331"	"27870.1862921499"	"40270.5560281003"	"31091.7799340274"	"26058.3604396961"	"20065.7487398078"
"CD7"	"2847.50054143917"	"0"	"10013.4884043438"	"0"	"8467.75546433325"	"13395.6818112506"	"686.522206209776"	"10384.1506324151"	"8578.10366136837"
"CD70"	"4817.02305267536"	"3863.11738709948"	"4163.07978422472"	"4928.22912142918"	"5389.66494957219"	"4847.75238276596"	"2718.52304669797"	"4071.59030184419"	"3829.94981133497"
"CD72"	"694.401165433518"	"683.739929178563"	"661.581193643084"	"1140.42332421086"	"613.541176010003"	"1307.53125007802"	"1616.52093661421"	"979.849229972617"	"516.786458149311"
"CD79A"	"11617.4906949923"	"13376.1737368934"	"13168.1103749618"	"10945.3120836332"	"15124.7206915231"	"20145.7425155614"	"18059.5730133488"	"12835.0043192616"	"5630.89733219786"
"CD79B"	"0"	"5532.60107510282"	"6590.78846583288"	"0"	"5212.58723082047"	"10428.9307139677"	"6308.25072552413"	"6672.29051958862"	"3446.8279498459"
"CD80"	"9468.25587790268"	"4826.00250719518"	"8147.37212191207"	"6722.93298848739"	"7295.35526532681"	"8134.50061382523"	"3274.01711243921"	"3541.03344335392"	"7790.56502583361"
"CD86"	"1605628.88895741"	"76518.9712312948"	"9726.24756309689"	"13321.5588304561"	"10461.4242691916"	"8389.63962155888"	"5457.94913892165"	"40120.3102673058"	"10560.1317131461"
"CD8A"	"11294.2951722729"	"4747.05676552338"	"6297.07766623611"	"6085.25697715725"	"5687.31964909611"	"7848.11014132153"	"3435.09893132405"	"9167.36803710247"	"4556.39722946126"
"CD8B"	"3644.37687960977"	"1070.51083127374"	"1534.44024320929"	"1448.52415125237"	"1338.69254812624"	"1815.37370519911"	"585.629103601342"	"2753.63592057623"	"1138.6133053697"
"CD96"	"7413.90676269623"	"8700.13197120305"	"8623.11292196644"	"8299.67115117536"	"7769.88093590003"	"9586.50104075567"	"5631.50334540972"	"8788.49878239166"	"7309.56804111209"
"CDA"	"2424.31419631403"	"3111.10093071868"	"1299.76999839818"	"4930.82139673073"	"3826.81043120037"	"3960.71519394598"	"2587.66653219609"	"2506.45042988523"	"1875.55887177655"
"CDC25A"	"471.432314329898"	"254.418463213113"	"294.77443741682"	"471.576501774901"	"434.383029608594"	"575.654444773787"	"289.349476860556"	"286.591370613431"	"278.032631202116"
"CDH12"	"309.708417604062"	"0"	"231.309739664882"	"0"	"362.816726020432"	"0"	"0"	"0"	"471.080149900985"
"CDHR1"	"257.559570749861"	"427.91262779328"	"398.769405748596"	"436.03527557442"	"261.117091424608"	"430.910687043836"	"253.465122771777"	"367.282918211004"	"299.658595656197"
"CDK6"	"599.127763480588"	"516.009386889874"	"521.747228934765"	"585.78234353809"	"615.025356205657"	"776.227317495099"	"433.253606061576"	"393.221928811866"	"371.47651701302"
"CEACAM3"	"1918.46789424969"	"2105.75721932909"	"1390.43677574556"	"3588.15526322826"	"2869.05000632733"	"3074.23320417903"	"1684.16646189699"	"1977.06842627334"	"1313.51256033081"
"CEACAM8"	"3196.97683494645"	"2220.04826518855"	"3557.47001343393"	"4992.64633070679"	"3791.15924103723"	"3116.20195656378"	"3578.81430808643"	"2489.46595173366"	"2258.50378902885"
"CEMP1"	"408.225794362671"	"454.695317355666"	"436.640729825629"	"534.003125024377"	"492.666260486536"	"474.021707518126"	"333.843532524242"	"487.731367623608"	"468.286762574854"
"CFP"	"5023.81605799691"	"6266.43227222109"	"4884.55529600323"	"4389.00307761452"	"3969.16248669735"	"3718.64353042877"	"4248.3127081504"	"5102.6280642835"	"5675.18139965963"
"CHI3L1"	"9172.73717139702"	"4388.06593651001"	"10985.3125110126"	"0"	"9767.34761685448"	"5536.92152376996"	"4545.05789535574"	"9289.72590610173"	"6156.14744883861"
"CHI3L2"	"7553.78087119082"	"7952.21713706624"	"5810.11881062923"	"8594.98194214421"	"7448.5157249875"	"8726.86413202134"	"7862.39650962034"	"7589.8201869288"	"5124.14688717374"
"CHST15"	"11237.0597155798"	"10896.5959850906"	"900986.15892795"	"292595.399739001"	"10639.3549226948"	"121600.738155358"	"29273.6496982411"	"8689.32661792576"	"7176.3699324823"
"CHST7"	"5448.19985200385"	"0"	"3989.74476392992"	"4719.84104179752"	"5164.65224704021"	"0"	"0"	"2887.9941299455"	"0"
"CLC"	"31034.8636203531"	"22856.1460082153"	"12219.7053164968"	"31060.779487047"	"33049.5833018441"	"33976.9995839931"	"24526.1571727291"	"11866.8651966779"	"28094.7279085961"
"CLCA3P"	"80.9119857458192"	"97.9367020933358"	"87.3575144577935"	"80.705612277893"	"88.4762848304877"	"100.990501288321"	"78.325347238519"	"87.1772069902761"	"80.0442685759168"
"CLEC10A"	"7846.86894353864"	"16738.9970627475"	"6512.01307336807"	"8902.59320864495"	"4443.36323375141"	"10460.4477215143"	"4487.87260169005"	"6446.3932938636"	"48832.1880207243"
"CLEC2D"	"12206.3955277482"	"9150.5973338307"	"9332.19452348004"	"11314.25414847"	"10522.9032154031"	"12899.689579613"	"7162.50427127668"	"9422.91867933715"	"8169.00624366231"
"CLEC4A"	"11084.3257251367"	"14343.4956399905"	"9719.85170232947"	"13100.9383534005"	"8306.90328749894"	"8580.00559190458"	"7298.58249943448"	"10435.6195665001"	"9626.51010024154"
"CLEC7A"	"16109.251360484"	"17770.9181961162"	"11824.9533244595"	"19980.4441193853"	"14599.979823036"	"13351.8089407565"	"12831.3996704792"	"12676.9095525861"	"13851.5904315659"
"CLIC2"	"9382.43067702132"	"6173.57575311714"	"7408.45505159494"	"7402.50274136178"	"6834.11705695692"	"6687.29160700502"	"2326.38758124056"	"4088.36630948827"	"8143.84018573768"
"CMA1"	"2484.50090096832"	"1371.41475621689"	"2249.83649001899"	"3208.96136265214"	"2771.53514692062"	"2116.26538727204"	"2397.22124226915"	"1755.08411351307"	"1857.60324589223"
"COL8A2"	"1566.96619363522"	"1348.21390109059"	"1606.31455120752"	"2322.61744089086"	"1698.23150225831"	"1489.79178615876"	"1041.95199339502"	"1575.60597930726"	"1308.68567037457"
"COLQ"	"935.041754330534"	"1177.76372133664"	"1259.73370782442"	"1119.14915162444"	"948.563450571281"	"1288.75344182768"	"787.907076834518"	"1139.09167236836"	"929.89268891528"
"CPA3"	"31632.6049137712"	"18164.1113742845"	"78008.3378924308"	"59983.4179618857"	"45242.6173252027"	"25057.0407292425"	"54963.1217850212"	"30930.0125958333"	"23993.9913256577"
"CR2"	"1389.3675800639"	"1404.02686223972"	"1330.96011765181"	"1595.65505156697"	"1304.00267954818"	"2242.21391172222"	"2077.25881548685"	"1441.29679846967"	"878.736071629833"
"CREB5"	"1135.30692642149"	"1301.54592693384"	"632.706704547068"	"2005.51261462322"	"1604.97396100244"	"1687.47246847222"	"958.968953421202"	"990.110095613588"	"832.066160124675"
"CRISP3"	"674.969047943799"	"604.470839124939"	"716.958598788423"	"1046.94843576104"	"934.309184923694"	"687.523590456907"	"431.732795255862"	"734.678609645397"	"666.88079246415"
"CRTAM"	"3379.50597424101"	"2276.08108303575"	"2749.36239584209"	"2982.95426768272"	"2467.01551845284"	"3222.58505588076"	"1663.56397542388"	"2916.9744547619"	"2465.6639443665"
"CRYBB1"	"218.148410832582"	"266.959109483874"	"268.144904469018"	"236.947583291749"	"171.934704783278"	"184.774245085662"	"132.240440469306"	"262.20316500723"	"184.033287705885"
"CSF1"	"1049.37461011853"	"630.612786686267"	"829.631199407221"	"1414.52183290347"	"1069.08760060214"	"962.068899063507"	"494.149546752255"	"822.860493854461"	"780.676881617232"
"CSF2"	"2960.61555189632"	"777.156328919325"	"1298.96183449695"	"2759.37244990364"	"2757.10804463837"	"3404.49700473439"	"1389.5041001133"	"1600.41833882998"	"1609.08436566103"
"CSF3R"	"5465.46095448297"	"0"	"2828.88738749693"	"11373.3044070562"	"0"	"9563.5668069509"	"5410.48850964735"	"6384.54831527357"	"4062.76224847925"
"CST7"	"22226.7924199736"	"24212.3352707451"	"28912.2199316081"	"27670.9952801639"	"23938.4565821105"	"31172.1975420381"	"17484.1036957027"	"24563.4258054677"	"23780.2554909397"
"CTLA4"	"5513.33261611172"	"4712.83584452539"	"0"	"6491.20698676029"	"0"	"5903.57123842351"	"3400.34746483318"	"2216.35633444437"	"4423.39553238546"
"CTSG"	"7687.34024106995"	"4294.928450532"	"7869.8839869205"	"11065.9409210335"	"9055.66012941728"	"6307.09928882474"	"8346.50358917352"	"5740.36686090876"	"5702.79112340071"
"CTSW"	"9507.32602309979"	"11124.1174997503"	"14464.4543502507"	"11165.860153545"	"10187.5086293136"	"18239.1323210871"	"7120.29242864861"	"11161.7410423745"	"6771.50472688812"
