""	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"
"ARHGAP22"	"4026.96337490144"	"1782.57316194054"	"3077.81994216175"	"2890.2634767329"	"3393.05908556752"	"3034.39783308548"	"721.009710391135"	"1477.7914602503"	"3697.37812558938"
"ARRB1"	"1634.18538971736"	"1384.67082676891"	"1832.19498559135"	"1291.20263396971"	"972.569217374706"	"1382.88821113558"	"1060.67194445242"	"1074.74174197476"	"1322.50029754705"
"ASGR1"	"1149.57602972496"	"1349.6944802763"	"1136.34039968915"	"699.602385467704"	"809.21836135473"	"572.195051752242"	"1192.43639793921"	"1033.35586478598"	"1485.32961591591"
"ASGR2"	"1839.68198949696"	"2243.699148489"	"1841.1100331284"	"1011.82907500233"	"1103.98657896228"	"839.888820722319"	"1568.21181960566"	"1792.4403506946"	"2132.52807491983"
"ATHL1"	"6011.69995105617"	"10001.80952013"	"6577.2902243601"	"9570.75115513027"	"6054.53092819059"	"10292.1838310216"	"5654.90480886959"	"6929.74328322305"	"4818.22651217502"
"ATP8B4"	"4757.05741854824"	"4024.41444742628"	"4787.18585494229"	"6136.6100862996"	"4916.23680205535"	"4763.05553037106"	"4059.00559269855"	"3770.54022660647"	"3578.15852516582"
"ATXN8OS"	"229.417624006077"	"223.084909673072"	"194.70919582939"	"209.764002476483"	"271.406095262205"	"207.452855419982"	"151.782433545854"	"231.795801683029"	"159.032978974698"
"AZU1"	"1939.2363526938"	"1354.51103023572"	"1807.21196316525"	"2348.04113410205"	"1940.67397675772"	"1854.4522002502"	"1459.31451800785"	"1560.17739597985"	"1395.59513138146"
"BACH2"	"4728.44710383353"	"5238.25687738214"	"4814.7192054642"	"6279.72263922026"	"4382.82068205976"	"7961.95791178544"	"6978.55893026059"	"5350.02879560085"	"3559.10865941294"
"BANK1"	"6815.64622696891"	"8886.99641934913"	"9356.7724750188"	"5753.27013367059"	"9190.0522261241"	"14614.781011011"	"12206.7582368578"	"6136.54229294553"	"3112.58174050776"
"BARX2"	"542.687877805424"	"519.754845135314"	"537.455194592465"	"722.438429347987"	"694.221634650941"	"542.499158543193"	"361.092426949255"	"593.661213011495"	"600.67214612833"
"BCL11B"	"11678.5598861572"	"2555.35275115321"	"8556.18622442968"	"15713.8794432709"	"12256.4420482279"	"18967.3049854363"	"10482.6007086891"	"16256.3982645156"	"11057.696705324"
"BCL2A1"	"51602.7277801095"	"22966.9256947775"	"22024.2399033514"	"41081.1049753709"	"47619.43744314"	"38131.7868044844"	"58091.4989214327"	"18648.1646831188"	"31720.1543390867"
"BCL7A"	"1978.58138047947"	"1804.08060458895"	"1710.25179542923"	"2240.70999757674"	"1930.72031338017"	"2421.8020323292"	"2128.83981680689"	"1725.13100360338"	"1370.99744305684"
"BEND5"	"1169.88749925994"	"1171.57533184922"	"1052.66487266745"	"1307.63463429889"	"1139.92765412292"	"1531.39368950445"	"1209.25757928285"	"1107.26983035794"	"791.237487914737"
"BFSP1"	"299.198630303103"	"407.444640975894"	"366.007133308046"	"405.054105250363"	"279.019417276232"	"381.244379813124"	"290.475919917692"	"334.767836371076"	"343.180042476653"
"BHLHE41"	"4548.2271470986"	"83418.553697771"	"5167.78658249377"	"7743.10181520961"	"5862.91981822682"	"5424.36823016076"	"7679.34617783129"	"4991.447761295"	"14892.2680296133"
"BIRC3"	"23021.239189646"	"10757.2817318046"	"15825.618541773"	"17971.8125929424"	"20757.310445833"	"21646.2390088389"	"8660.17066182828"	"10966.9533057739"	"18432.5881308257"
"BLK"	"2077.39743187659"	"2949.15717752544"	"3215.92377784685"	"1416.71611828993"	"2919.60268043196"	"4509.20375323944"	"3319.77094845064"	"1862.24271565714"	"708.580741863342"
"BMP2K"	"0"	"0"	"3739.79386865482"	"8479.05417765004"	"4715.71383368764"	"1778.56085996289"	"5134.34556554746"	"0"	"5525.75128727663"
"BPI"	"1967.20138803929"	"1640.82769837831"	"2012.17624740668"	"2758.41053066042"	"2142.54872350837"	"2028.17821397894"	"1982.90323539876"	"1494.87467349023"	"1578.77200900914"
"BRAF"	"4917.88332942653"	"4414.39082848448"	"4108.46313161858"	"5712.23648261495"	"5296.56889214997"	"6462.32940881007"	"5335.47525471736"	"4419.29871711935"	"3875.33587191109"
"BRSK2"	"231.49761007166"	"221.673093331968"	"214.224271372522"	"260.076958499156"	"247.577563014714"	"238.313097521123"	"214.606972512005"	"232.527599040549"	"211.920000122478"
"BST1"	"3268.92236958402"	"3481.08964841249"	"2708.18837243072"	"3936.0908608185"	"4466.70492383013"	"3084.39727472984"	"19759.5118415145"	"8907.18755034588"	"11138.1119320022"
"BTNL8"	"575.793449177283"	"18410.4100360467"	"1473.10338951837"	"8135.77770780252"	"6701.41549416985"	"10458.4048797496"	"5856.26959302631"	"1028.41328244303"	"1339.52291168271"
"C11orf80"	"0"	"2472.15938613171"	"1467.80058674088"	"742.910881293265"	"3126.10661202295"	"0"	"1801.72686847324"	"2402.88149288425"	"0"
"C1orf54"	"8302.40245193165"	"0"	"6222.25860134846"	"9025.15854811081"	"5115.49293881557"	"6875.82772736525"	"4778.18216003154"	"0"	"5798.69736001285"
"C3AR1"	"22624.140465898"	"16833.2612695214"	"16913.5846368978"	"22257.6612305497"	"20327.6970374126"	"20769.5425929222"	"17268.2225629848"	"12366.2892870049"	"19412.27477995"
"C5AR1"	"61907.0574357305"	"15177.8328186614"	"10711.4662354057"	"23929.4777931715"	"22210.7367015806"	"20277.1458844216"	"38675.0150153061"	"13696.7673041152"	"11438.4480401696"
"C5AR2"	"0"	"0"	"0"	"177.710219497782"	"0"	"200.891892244569"	"342.605025822732"	"210.26738042186"	"0"
"CA8"	"364.551441126737"	"96.6370678092815"	"365.851289470569"	"0"	"522.698978726718"	"0"	"438.974957100348"	"164.741007854217"	"0"
"CAMP"	"2162.02017061771"	"2792.78365878363"	"1992.23478344403"	"4271.3511805054"	"2933.24849094961"	"3786.90662426881"	"1919.01599174307"	"2345.39710769678"	"1445.74172752214"
"CASP5"	"977.712685888081"	"791.896673750167"	"843.764078621792"	"1165.72076197847"	"962.604808756991"	"1229.70918026989"	"691.614179679099"	"652.871899531675"	"686.630664776563"
"CCDC102B"	"375.751358809845"	"322.019190189093"	"55892.7654933542"	"21854.098714692"	"870.974788014888"	"76035.995847378"	"5103.55838392919"	"7171.80610596989"	"268.346196230643"
"CCL1"	"0"	"56.5904943271811"	"588.773839707689"	"1166.96348814925"	"0"	"1180.51101793993"	"0"	"0"	"0"
"CCL13"	"12949.6957455508"	"11444.9549209381"	"10885.6163300311"	"11359.3012362487"	"9221.0810658032"	"9053.99645892295"	"3761.40308589431"	"8731.62278260734"	"11172.8633410453"
"CCL14"	"5520.40453020925"	"10755.5517855893"	"4227.02371426651"	"4468.96234335904"	"7862.01718817879"	"2947.6106918991"	"1729.44741973883"	"11417.7421896914"	"3002.53188537987"
"CCL17"	"9406.11645893544"	"5158.26163911841"	"5990.41010977207"	"7469.99395533954"	"7799.85492415332"	"6740.62799485128"	"2057.74552090636"	"3059.32437353338"	"8320.75727647928"
"CCL18"	"12359.7323277459"	"14142.9279945691"	"15228.1504847751"	"12967.0541043485"	"7937.18843695273"	"8205.76358242795"	"3783.94454775047"	"14537.5298228743"	"10916.663958079"
"CCL19"	"29142.1499868993"	"15148.7699817143"	"31289.7756040347"	"16528.6881910925"	"12273.2063582818"	"28287.2005447321"	"15440.1500941174"	"6246.45364403767"	"19607.8456805415"
"CCL20"	"8117.20014238119"	"1578.59548809696"	"3626.95545778904"	"6815.31893995693"	"7288.64157050187"	"7278.88371372547"	"2971.64692829634"	"4145.6622163381"	"5323.56911033273"
"CCL22"	"0"	"13104.3488224889"	"21043.5012526568"	"25906.7927759692"	"24969.76018716"	"23197.3350829127"	"3462.82921369183"	"10973.4194837421"	"32155.8500277899"
"CCL23"	"5304.40455096056"	"6309.00067897277"	"6621.41370588089"	"5247.99842779034"	"3426.43754453601"	"3679.84105312135"	"2264.91340116013"	"6273.72618713986"	"4764.7422209446"
"CCL4"	"78570.5155649566"	"45753.443048316"	"66215.1382236199"	"79636.3096228455"	"80422.5087934665"	"106532.662275861"	"48268.2984412248"	"50482.7526111985"	"55306.5308731237"
"CCL5"	"87436.346091923"	"37520.5833802469"	"276577.372410476"	"35687.2620828366"	"30684.8710988706"	"51928.7541494439"	"33599.4901155926"	"36664.0055704435"	"40516.4968844786"
"CCL7"	"56314.2277234697"	"945.825785200325"	"1926.73638200729"	"4182.08984306621"	"2358.58369687784"	"143194.879501697"	"7778.95668809582"	"8603.1308808189"	"25621.1204612531"
"CCL8"	"8086.62455259545"	"5079.43143541199"	"6888.81275445901"	"5702.29723307555"	"0"	"5661.49337419089"	"3451.76964140374"	"4525.21080095721"	"6282.12997679446"
"CCND2"	"8648.75384489845"	"6959.80069086212"	"5092.18497927142"	"9187.58021450022"	"7688.1236761478"	"11837.1313323678"	"0"	"6430.3069335957"	"0"
"CCR10"	"1564.45205877025"	"1445.96976876192"	"1142.01814709277"	"1213.94285053413"	"1711.30810181308"	"1413.4725789345"	"924.708444076647"	"1485.88471426179"	"853.416291514219"
"CCR2"	"0"	"0"	"3346.64201713627"	"2897.74624879853"	"4830.36939662439"	"3663.93492992003"	"4880.86716981711"	"4684.58996572699"	"3427.96095026279"
"CCR3"	"7246.32099634023"	"5589.51075600739"	"2260.20444892003"	"7008.2679068451"	"7700.94303625856"	"8337.58484460477"	"5215.24262200386"	"2762.44257832952"	"6565.34907574279"
"CCR5"	"0"	"7188.28674789938"	"4124.8328955703"	"1715.08336879433"	"5798.56429087547"	"7608.76001148847"	"4934.30635793072"	"6327.97361623042"	"6139.14253837998"
"CCR6"	"1792.58631274868"	"3616.726950928"	"60607.1486407249"	"271128.666429576"	"1348.41804671782"	"5261.97089969343"	"19400.6068668042"	"261843.744449096"	"1041.29373974033"
"CCR7"	"22035.0548717096"	"30909.4003128811"	"38497.8826638138"	"37249.7139219497"	"33631.6419233251"	"43855.2099358702"	"22209.9977171812"	"18907.2507336649"	"31194.452502764"
"CD160"	"3283.29106241811"	"4792.66327770861"	"5135.98364755145"	"4214.85902723435"	"3217.14743627279"	"4615.63155084634"	"3467.82575107817"	"5217.05057891197"	"4759.48129134173"
"CD180"	"0"	"5601.49458476705"	"0"	"3342.84181770511"	"0"	"3705.50691137117"	"2290.47683774028"	"3577.63563877083"	"2477.19495979783"
"CD19"	"6613.5038558739"	"7495.81442899663"	"7444.30142463728"	"6732.44685614302"	"8346.10669968095"	"11613.9701588317"	"10730.3244555197"	"7198.90707585553"	"3542.91376381865"
"CD1A"	"14909.3949498337"	"17740.8868739848"	"5341.72091118983"	"18359.0160015942"	"10298.0494180169"	"12404.4499790094"	"11426.166361761"	"3449.32018138349"	"9340.39591074555"
"CD1B"	"15587.6596800881"	"19033.9699892757"	"6650.03369621292"	"23195.7417918566"	"10364.5349204912"	"12917.120274973"	"12497.8205626617"	"529759.480365234"	"10767.5019986615"
"CD1C"	"10223.5255310875"	"12919.4867545275"	"5120.26693506909"	"11400.0639535004"	"7647.13527806888"	"9987.98644979241"	"8686.16248985744"	"2383.53576992342"	"5943.15474513998"
"CD1D"	"2944.61087473491"	"3261.6933995961"	"2720.51355194158"	"1251.0140777212"	"1980.14881598685"	"1609.95685937043"	"3168.2461384465"	"2094.48233036079"	"3298.88866603175"
"CD1E"	"8360.34204654936"	"9600.12150458475"	"2540.72273216148"	"10018.0724746425"	"5270.05868589362"	"6184.42299897993"	"5431.94974556582"	"960.715155637739"	"5386.05612699914"
"CD2"	"45718.818606433"	"45298.0148990535"	"34880.6262536621"	"48748.068427422"	"42388.4640232905"	"52499.0198725829"	"34691.72196811"	"47231.3407267155"	"30519.5774778875"
"CD209"	"4222.96574894178"	"5508.72005215963"	"3567.99908697342"	"4940.90327492459"	"2626.57781350339"	"3089.64356418484"	"2247.38615606538"	"3399.05636644392"	"3356.10398104033"
"CD22"	"2593.66269214013"	"2814.50476568632"	"3010.39870920415"	"3299.4122784645"	"2916.83657572671"	"4626.6116743446"	"4785.29799750864"	"2809.43782589148"	"1617.11784231862"
"CD244"	"0"	"4561.1173582351"	"4000.0089623899"	"0"	"4201.40206664209"	"4446.57035790244"	"2000.92427928443"	"3095.05279189985"	"0"
"CD247"	"30314.4359493656"	"39946.8880993654"	"38827.0783631868"	"42116.3999260286"	"34324.1618694452"	"49608.1572038332"	"24826.3976785091"	"37738.9809049189"	"26127.9067448687"
"CD27"	"25955.2240460893"	"26319.6004536551"	"21111.4567653249"	"22515.3554056952"	"27945.6429109694"	"25972.9812126331"	"16609.553609408"	"27988.8843589356"	"15723.0879069202"
"CD28"	"6315.41395237939"	"4714.26787599786"	"3727.4451419088"	"6097.40864572989"	"5637.32156060112"	"6530.66182406755"	"4138.97031108961"	"5375.0487659133"	"3980.00497865427"
"CD300A"	"10527.5463000159"	"13243.5822265316"	"12154.8518196663"	"15440.991671009"	"12782.4718297077"	"16640.6842784581"	"9523.6842946585"	"11373.4226407488"	"9570.24098794858"
"CD33"	"3350.95237784731"	"3156.1306435025"	"2959.28521122865"	"3247.99180414863"	"2565.53226311184"	"1939.91244506064"	"3021.64863007956"	"2345.31687139386"	"3115.24166531273"
"CD37"	"33022.5842194571"	"35656.1784986904"	"31863.7134553871"	"33266.3034335903"	"33939.397509757"	"43906.1755976655"	"35942.2216657526"	"33351.0958330401"	"21759.1732224596"
"CD38"	"24972.0967772698"	"20640.4531445389"	"22900.7513757141"	"19065.7988611003"	"23349.3465256317"	"27348.1157496998"	"13593.7089344837"	"31977.8657344868"	"16831.2058234128"
"CD3D"	"56493.2437473222"	"58212.758274854"	"43055.2966833062"	"56230.9599846459"	"48299.5908747701"	"59884.0074130625"	"43651.029826497"	"60660.580940423"	"42605.1134241713"
"CD3E"	"22830.4864332573"	"19723.4979877127"	"15942.985269153"	"19663.9986985981"	"19515.5077069876"	"23258.8747351729"	"14787.3314463998"	"21202.2383803468"	"13049.6044202966"
"CD3G"	"1382989.19152681"	"12309.5002026872"	"51885.421049969"	"11920.6843313337"	"8108.1034564042"	"10997.7766956401"	"15772.9044334412"	"9959.47807380376"	"6006.73838292132"
"CD4"	"23252.1930082341"	"0"	"21627.0864562389"	"22570.2769739836"	"17388.7835042902"	"20091.090862521"	"6416.98635207693"	"24647.6069041611"	"0"
"CD40"	"19887.3247969343"	"11879.5154514838"	"19023.5252622077"	"14220.9796712118"	"12920.3433626813"	"18911.7781440516"	"10359.2923381609"	"7492.97319734362"	"14480.0708273309"
"CD40LG"	"250.36064907287"	"2461.87224702738"	"0"	"0"	"797.687833148526"	"0"	"0"	"0"	"1512.03211065225"
"CD5"	"0"	"5739.42875642499"	"0"	"0"	"4984.23759214351"	"0"	"2457.28405721423"	"0"	"6182.57750650665"
"CD6"	"10875.093212719"	"8301.67061220024"	"6379.80732923611"	"9052.4209428959"	"9142.99610026506"	"11129.9912367733"	"6855.28146041469"	"8945.59999768069"	"5439.23271097101"
"CD68"	"3588.94986869299"	"0"	"4762.59634532383"	"0"	"234.709447192683"	"3408.11466482115"	"2356.50155619048"	"2198.10292800677"	"0"
"CD69"	"27876.6196693267"	"26124.7262019271"	"23943.1397467708"	"22133.9849953031"	"27855.1104580422"	"39928.9349258684"	"10496.1854561165"	"26011.077641162"	"20010.6736411098"
"CD7"	"0"	"11191.9803080264"	"9084.45883520294"	"12197.915208838"	"0"	"13798.4966736472"	"6752.28174557696"	"12749.5401327147"	"7922.67880151562"
"CD70"	"4883.2972036275"	"3915.47340035856"	"6284.37721978286"	"4953.68410704845"	"6702.40463994562"	"9708.82574392077"	"56564.7245033431"	"15293.0665072839"	"19638.3974135288"
"CD72"	"0"	"0"	"660.717152642648"	"914.515981031677"	"0"	"1309.47080271616"	"1585.7442648771"	"0"	"0"
"CD79A"	"12011.8234461996"	"13486.3788852017"	"14123.4851118963"	"11319.2164904751"	"15210.9159389094"	"29349.4491491228"	"19111.1770821669"	"18171.6901493691"	"5642.98135312302"
"CD79B"	"6557.17840470601"	"7593.69714032918"	"7230.28281809429"	"11863.1653988324"	"7925.43000637328"	"11196.20138925"	"9700.38007403501"	"7059.39332012901"	"3559.4357826278"
"CD80"	"9049.0918931881"	"3169.19308105087"	"7929.03160382031"	"5902.90782896872"	"7282.87862337194"	"7483.66757095129"	"0"	"1867.13498321676"	"673.376598413748"
"CD86"	"10771.0904423921"	"8303.28081519473"	"9523.77547750616"	"8368.68731659743"	"8175.69188212868"	"7960.07397500155"	"4390.19191371691"	"6379.49637479576"	"9639.10613736828"
"CD8A"	"11561.3949690644"	"13787.3112522233"	"10478.446937478"	"7309.00727857589"	"5837.14267387342"	"8309.68183605765"	"58000.2936265284"	"20831.1454178862"	"5473.22950352273"
"CD8B"	"3642.35982684808"	"1300.15208585673"	"1590.76050368935"	"1699.37516683649"	"1374.06304566443"	"1871.83599309382"	"5208.71492073777"	"2804.30587368858"	"1696.48348417578"
"CD96"	"7413.07728674825"	"8700.66416399715"	"8625.21352598305"	"8298.11329832092"	"7770.98033019535"	"9585.74590766981"	"5631.69749142183"	"8787.92059957734"	"7310.98683742009"
"CDA"	"2421.27267487255"	"3106.19050292812"	"1297.36263967847"	"4927.10870131932"	"3824.35121389119"	"3957.36151666738"	"2585.83047297387"	"2501.45384871074"	"1872.31488121979"
"CDC25A"	"469.460486877745"	"249.929584297964"	"295.438352967217"	"469.490350491364"	"433.207151586622"	"575.931718741282"	"290.327437689096"	"287.909498536102"	"279.340334859332"
"CDH12"	"357.619425464851"	"384.370975999895"	"408.128013524216"	"452.177854255987"	"409.019994662963"	"344.687846029769"	"341.305335916287"	"379.342922608788"	"474.075751876009"
"CDHR1"	"255.918511639043"	"422.572631329456"	"393.062922753809"	"434.357691961146"	"256.794884736844"	"429.262380476861"	"251.186175738137"	"362.313961409918"	"294.301319991055"
"CDK6"	"600.267241675825"	"517.113341288888"	"525.50856757918"	"587.137685717103"	"616.430991442151"	"781.333956120985"	"434.642230798844"	"395.361754636839"	"375.349479530422"
"CEACAM3"	"1920.54698685583"	"2107.405649701"	"1393.98563631065"	"3593.74200689558"	"2874.77221820756"	"3075.28644749705"	"1687.42599580366"	"1980.41543846945"	"1314.94294616974"
"CEACAM8"	"3197.95040515266"	"2220.96968309813"	"3558.625009327"	"4994.94450785732"	"3793.26272404384"	"3120.38172674298"	"3585.28961686118"	"2491.05855146923"	"2259.73157151017"
"CEMP1"	"408.253110923858"	"454.712507976059"	"436.478997838629"	"532.911119240967"	"496.453885984922"	"475.139577630793"	"336.196179509192"	"489.838621799954"	"470.222172208788"
"CFP"	"5022.66792891125"	"6263.528910417"	"4882.78464687896"	"4387.27374708619"	"3967.13489599559"	"3712.72576236385"	"4245.69771982497"	"5100.07478585413"	"5666.40644891245"
"CHI3L1"	"9297.00087171161"	"7015.14923622725"	"10988.9064428076"	"16380.1967216162"	"10565.5537918299"	"10302.8579317015"	"4646.44545114776"	"9623.68809283692"	"6622.63858699005"
"CHI3L2"	"7554.71110083438"	"7953.87513631788"	"5814.25401018376"	"8597.66117693506"	"7449.7747208487"	"8732.14326396705"	"7867.66812842248"	"7593.27418017842"	"5125.03607194459"
"CHST15"	"16086.9735374875"	"9883.92956530541"	"7580.38602292787"	"12037.0041794824"	"10806.1898578347"	"62932.5690658964"	"10766.1370632168"	"8767.77323300831"	"7131.982232788"
"CHST7"	"5519.58121361829"	"3037.50250764209"	"4008.89741056975"	"4722.665792332"	"5188.38412180119"	"4759.1454419477"	"1970.02551853206"	"3050.92843488743"	"4571.70068158796"
"CLC"	"30564.6534208082"	"22824.1007860723"	"12011.6655258932"	"0"	"33044.5602621233"	"23249.9237873543"	"20011.614534932"	"11855.2849105133"	"28015.944719201"
"CLCA3P"	"1322.35884972592"	"343.906269328825"	"437.952830399341"	"2642.99916986372"	"160.255493933618"	"345.839383609687"	"2762.5649814412"	"85.918431781752"	"180.498130468017"
"CLEC10A"	"7836.55711641114"	"11041.3793944499"	"6491.31907280333"	"8782.09496896487"	"4359.29983301337"	"5271.78830912"	"4402.85026783405"	"6432.26241309507"	"6107.0892300285"
"CLEC2D"	"12206.6718516798"	"9147.76287645574"	"9331.49623812334"	"11314.3036712747"	"10522.2295660723"	"12899.5849094137"	"7162.65543625516"	"9421.54261018204"	"8168.96314613142"
"CLEC4A"	"20704.5944888314"	"17925.2955164174"	"112736.890505502"	"13107.0438285805"	"8483.64751751558"	"8584.57860906023"	"8002.78613843943"	"44463.0112897744"	"10620.9673401748"
"CLEC7A"	"16106.1585529678"	"17769.4872272703"	"11821.2703470395"	"19978.4347046416"	"14590.8172528977"	"13349.9201918979"	"12828.6441086112"	"12675.7128224218"	"13849.0638669683"
"CLIC2"	"9381.45462190919"	"6173.1797472677"	"7404.44511837623"	"7400.25807010437"	"6833.52471422846"	"6683.34108532014"	"2324.1240167801"	"4085.43572529468"	"8141.69584289476"
"CMA1"	"83993.545646724"	"1971.84680609313"	"11443.6795958177"	"3228.1049666051"	"2842.36752348709"	"2273.85643437962"	"4704.24198903989"	"1902.17526551561"	"41729.703060918"
"COL8A2"	"1557.53150726891"	"1347.55288784647"	"1604.80192826038"	"2322.32697903924"	"1697.96039698582"	"1487.91950999019"	"1041.4523053016"	"1575.2997407948"	"1308.10198347953"
"COLQ"	"936.062742394424"	"1177.46674707904"	"1260.10907456802"	"1118.95197892146"	"948.808971684209"	"1290.72709991121"	"789.150079898637"	"1138.62418007028"	"928.645696991735"
"CPA3"	"32979.9859750454"	"17366.7486587882"	"34689.613054286"	"51292.4742815633"	"364064.617441777"	"94493.5723837156"	"38456.1765844334"	"22951.1227155349"	"23790.4559160268"
"CR2"	"1389.95383219102"	"1402.16954812991"	"1328.7213957546"	"1595.58227990311"	"1297.89157282658"	"2243.37474397815"	"2077.48304032808"	"1440.61677519767"	"878.96742119123"
"CREB5"	"1138.0529858288"	"1301.20521076222"	"629.804673062252"	"2004.92243704762"	"1602.68241517077"	"1686.83701829276"	"964.74666189438"	"988.36054500382"	"832.035077817912"
"CRISP3"	"673.617146155219"	"603.249713786726"	"713.813411423253"	"1044.30082378299"	"926.113439857237"	"685.01416089114"	"429.324709595879"	"733.288024856782"	"663.949624967858"
"CRTAM"	"3381.60951705618"	"2274.71879924081"	"2748.1165358898"	"2983.6566418321"	"2468.55291489856"	"3222.26687255456"	"1663.67918390316"	"2917.67224889809"	"2462.5695610947"
"CRYBB1"	"219.580780356572"	"269.424546849747"	"269.918869158242"	"239.163222234738"	"172.919310293998"	"185.447032172069"	"134.419424302788"	"265.305313862915"	"185.653095992914"
"CSF1"	"1046.51500157857"	"629.258080152864"	"827.812488010002"	"1411.7410870487"	"1067.02567230828"	"961.630797676748"	"492.866931758208"	"820.262274844936"	"776.408677168348"
"CSF2"	"2964.75830596369"	"788.321011219027"	"1300.56932347552"	"2762.89879534201"	"2761.40565732427"	"3405.57820460647"	"1391.01609707541"	"1604.39492945436"	"1612.26058871002"
"CSF3R"	"5531.89009378369"	"7261.91714589764"	"3742.4431870893"	"11384.3067198172"	"8761.06030340419"	"9731.7835119335"	"5895.39429588434"	"6452.19163126462"	"4102.27292247136"
"CST7"	"22225.6655672114"	"24214.0115287792"	"28907.5615058497"	"27670.100074915"	"23938.8318082661"	"31173.5380966232"	"17485.2098039798"	"24563.3110935258"	"23779.9800255013"
"CTLA4"	"0"	"4762.94038998233"	"3673.87310854757"	"4101.63937836904"	"0"	"5710.83141402886"	"0"	"5396.58795507566"	"2718.10307755707"
"CTSG"	"7689.35057597329"	"4295.65930382107"	"7871.50065565878"	"11068.5177107389"	"9057.66788042295"	"6310.7111695355"	"8349.01233751052"	"5741.72714900896"	"5706.18098176811"
"CTSW"	"9505.7996254906"	"11121.4109510123"	"14462.161791706"	"11164.5651721645"	"10185.9348766359"	"18236.3622715583"	"7118.17393653739"	"11158.9598029416"	"6768.68719751669"
